gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
0,-0.44031528592635544,0,0,-1.2821194970342338,1,0,1,0,0,0,0,2,2,0,0,2,0.8536541812474164,-0.9684057097354735,1
0,2.2710998958306754,0,0,-1.2413308272103278,1,2,1,0,0,0,0,2,2,0,1,2,0.9634585100955464,-0.933091211429313,1
1,-0.44031528592635544,1,1,1.1652006924001108,0,1,0,2,0,2,0,0,0,0,0,0,-1.0413023423589483,-0.07712142589761045,0
1,-0.44031528592635544,0,0,-0.26240275143659014,1,0,1,0,2,0,0,0,0,1,0,0,0.35287989362185396,-0.12070382667146491,0
1,-0.44031528592635544,0,0,-0.09924807214096716,1,0,2,1,1,1,1,1,1,1,0,3,-1.5038114850828896,-0.7333422060661977,0
1,-0.44031528592635544,0,0,1.5730873906391682,1,0,2,1,1,1,1,1,1,2,1,1,-1.4971566772739122,-0.4122793232715208,0
1,-0.44031528592635544,0,0,1.4915100509913568,1,2,1,0,0,2,2,2,2,2,1,0,1.3843751040133783,2.223642326761292,1
0,2.2710998958306754,0,0,-1.2821194970342338,1,0,1,0,0,0,0,0,0,0,1,2,0.18817340034965888,-0.9772013506585521,1
0,-0.44031528592635544,1,0,-0.5887121100278361,0,1,0,0,0,2,0,2,0,0,1,2,-0.8599588295643094,-0.7136399703985017,1
0,-0.44031528592635544,0,0,-0.9558101384429878,1,0,1,0,2,2,0,0,0,0,0,2,0.5209137907985377,-0.7206544940346568,0
1,-0.44031528592635544,0,0,1.4099327113435454,0,1,0,2,0,2,2,2,0,1,1,0,-0.5172362274019641,0.45244212497864494,0
1,-0.44031528592635544,1,1,-0.1400367419648729,1,2,0,2,0,0,2,2,0,1,0,0,0.13826234178232705,-0.1469368257245468,0
0,-0.44031528592635544,0,0,0.349427295921996,1,0,1,0,2,0,2,2,2,2,1,0,1.1281650033677415,0.7329351140156218,0
1,-0.44031528592635544,1,1,0.3902159657459017,0,1,0,0,2,2,0,0,2,1,1,1,-0.6586508933427375,-0.10709257234300065,0
0,-0.44031528592635544,1,1,0.18627261662637304,1,2,2,1,1,1,1,1,1,0,0,3,-1.2792117215298964,-0.607322660740789,0
0,2.2710998958306754,1,0,1.3283553716957337,1,0,1,0,2,2,2,2,2,2,1,1,1.362746978634201,1.9495261773935473,0
0,-0.44031528592635544,1,1,1.287566701871828,1,2,1,0,2,2,0,0,2,1,1,2,0.9301844710506585,1.6219984985204077,0
1,-0.44031528592635544,0,0,1.450721381167451,1,2,0,2,2,2,0,0,2,1,0,1,0.3944724424279638,1.2932614190203446,0
1,2.2710998958306754,1,1,-1.2821194970342338,1,0,0,0,0,0,2,0,0,0,1,1,-0.5205636313064529,-0.9865687082416309,1
0,-0.44031528592635544,0,1,-0.5479234402039304,1,0,0,2,2,2,0,0,0,0,1,2,-0.1429032881469754,-0.437478834516141,0
0,-0.44031528592635544,0,0,-0.915021468619082,1,2,1,0,0,0,0,0,2,0,0,2,0.7172306211633763,-0.6428350609677188,1
0,-0.44031528592635544,1,1,1.002046013104488,1,0,0,2,2,0,0,0,0,1,0,2,-0.3808126673179237,0.3344266128932378,0
0,-0.44031528592635544,1,0,-1.1597534875625164,1,0,2,1,1,1,1,1,1,0,0,2,-1.4888381675126903,-0.9680318949962426,0
1,-0.44031528592635544,0,0,-1.2413308272103278,1,0,0,2,0,2,0,0,0,0,0,2,-0.3808126673179237,-0.9556740194993172,0
0,-0.44031528592635544,0,0,-0.7926554591473648,1,2,1,0,2,2,0,0,0,0,1,2,0.6506825430736006,-0.5426746999561611,1
0,-0.44031528592635544,1,1,0.4717933053937132,1,0,2,1,1,1,1,1,1,0,0,3,-1.5071388889873785,-0.6650880325031077,0
1,-0.44031528592635544,1,1,0.1454839468024673,1,0,0,2,0,2,0,0,2,1,1,1,-0.03975376710782292,-0.04576496600683513,0
0,-0.44031528592635544,1,0,0.10469527697856156,1,0,0,0,2,0,2,0,0,0,0,2,-0.26768093456530495,-0.18974960791763198,0
1,2.2710998958306754,1,0,1.0836233527522994,1,2,1,0,0,0,0,2,2,0,1,0,0.9634585100955464,1.4434469877819118,1
1,-0.44031528592635544,1,1,1.3283553716957337,1,0,0,2,0,0,2,2,2,2,1,0,0.32958806629043236,1.1115874557541559,1
1,-0.44031528592635544,0,0,-1.1597534875625164,1,0,0,2,0,2,0,0,0,0,0,2,-0.2710083384697938,-0.9004154054000758,0
0,-0.44031528592635544,0,0,-0.3439800910844016,1,2,1,0,0,2,0,2,0,0,1,1,0.800415718775596,-0.09666973784915257,0
0,-0.44031528592635544,1,0,0.9204686734566764,1,2,0,2,2,0,2,0,0,1,1,1,0.03844022464766341,0.5143414479748106,0
1,-0.44031528592635544,1,1,0.3902159657459017,1,0,0,0,0,2,2,2,2,1,0,2,0.27468590186636765,0.3499289300201638,0
1,-0.44031528592635544,0,0,-1.2413308272103278,1,0,2,1,1,1,1,1,1,1,0,1,-1.517121100700845,-0.9957821421085556,1
1,-0.44031528592635544,0,0,-1.078176147914705,1,0,1,0,2,0,0,0,2,0,1,2,0.6490188411213563,-0.7635552326369728,1
0,-0.44031528592635544,1,1,-0.09924807214096716,1,2,1,0,2,2,2,2,2,0,1,2,1.417649143058266,0.4177653106394076,0
1,-0.44031528592635544,1,1,1.613876060463074,1,2,0,2,2,2,2,2,2,2,1,3,0.8153890363457957,1.7960642323881333,0
0,-0.44031528592635544,1,1,-0.46634610055611886,1,0,0,0,2,0,0,2,0,1,1,1,-0.2011328564755292,-0.4736948860169171,0
1,-0.44031528592635544,1,1,-1.078176147914705,1,0,2,1,1,1,1,1,1,2,1,1,-1.4805196577514683,-0.960907425848549,0
1,-0.44031528592635544,0,0,1.0428346829283937,1,2,1,0,0,0,2,0,0,0,0,0,0.5242411947030268,1.1059582455633858,0
0,-0.44031528592635544,1,0,-0.5071347703800245,1,0,2,1,1,1,1,1,1,1,1,3,-1.4938292733694234,-0.8250807408939076,0
1,2.2710998958306754,0,0,-1.1189648177386107,0,1,0,0,0,2,2,2,0,0,0,1,-0.6486686816292713,-0.9137847796031554,0
0,2.2710998958306754,1,0,-1.1189648177386107,1,0,1,0,0,0,0,0,0,0,1,2,0.14824455349579332,-0.8579984270485294,0
1,-0.44031528592635544,1,0,1.002046013104488,1,2,1,0,0,2,2,2,2,2,0,2,1.4326224606284659,1.61720487421733,0
0,-0.44031528592635544,0,0,-0.09924807214096716,1,2,1,0,2,2,2,2,2,1,0,1,1.5158075582406856,0.45494888264172245,0
1,-0.44031528592635544,1,1,-0.5071347703800245,1,0,2,1,1,1,1,1,1,2,0,3,-1.492165571417179,-0.8323151555531397,0
0,-0.44031528592635544,1,0,-0.5071347703800245,1,0,2,1,1,1,1,1,1,0,0,0,-1.5187848026530892,-0.8431997611954495,0
1,-0.44031528592635544,1,0,0.7573139941610534,1,2,1,2,0,2,2,2,2,1,1,2,1.552409001190062,1.5074792537019244,0
1,-0.44031528592635544,1,1,0.9612573432805821,0,1,0,2,2,0,2,2,0,1,1,3,-0.42906002393301124,0.26049925093476206,0
1,-0.44031528592635544,0,0,-0.5887121100278361,1,2,2,1,1,1,1,1,1,1,0,3,-1.369051626951094,-0.8215404954223684,0
0,-0.44031528592635544,1,1,0.10469527697856156,1,2,2,1,1,1,1,1,1,0,1,2,-1.3025035488613181,-0.6200983291815606,0
0,-0.44031528592635544,0,0,1.5322987208152625,1,2,1,0,2,2,2,0,0,1,1,0,0.8436719695339502,1.8001981836219803,0
1,-0.44031528592635544,0,0,1.613876060463074,1,2,2,1,1,1,1,1,1,2,0,0,-1.335777587906206,-0.2264714087714852,0
1,2.2710998958306754,1,1,-0.3439800910844016,1,2,1,2,0,0,0,0,0,0,1,2,0.49762196346711607,-0.1912228777722476,0
1,-0.44031528592635544,0,0,-0.7110781194995532,1,2,0,0,2,0,2,0,0,0,1,1,-0.20945136623675115,-0.5949647852438634,1
1,-0.44031528592635544,0,0,-0.3439800910844016,1,0,1,0,0,0,0,2,2,0,1,2,0.8469993734384388,-0.023775863699138606,1
1,-0.44031528592635544,0,0,-1.2821194970342338,1,2,1,0,0,0,0,0,0,0,1,2,0.35121619166960966,-0.9750464186323979,1
1,-0.44031528592635544,1,0,-0.6295007798517418,0,1,0,0,0,2,2,2,2,1,0,2,-0.3425475224163027,-0.5971197172700178,0
1,2.2710998958306754,0,0,1.002046013104488,1,0,0,0,0,2,2,0,0,1,1,2,-0.3791489653656794,0.3268623616993902,0
0,2.2710998958306754,1,0,0.5533706450415247,1,2,1,0,0,0,2,2,2,1,0,2,1.1764123599828291,1.0824299060941505,0
0,-0.44031528592635544,1,0,-1.0373874780907992,1,0,0,2,0,2,2,2,2,0,0,0,0.5442056181299593,-0.7531104090408169,0
1,-0.44031528592635544,1,1,-1.1597534875625164,1,0,0,0,0,0,2,0,2,0,0,1,-0.11462035495882066,-0.9072760053200771,1
1,-0.44031528592635544,0,0,-1.2821194970342338,1,0,1,0,0,0,0,0,0,0,1,2,0.1565630632570153,-0.9776191436023984,1
1,-0.44031528592635544,0,0,-1.2821194970342338,1,0,2,1,1,1,1,1,1,0,0,3,-1.5054751870351342,-0.9995862568077871,0
0,-0.44031528592635544,1,0,1.287566701871828,1,2,1,0,2,2,2,2,2,0,1,2,1.5390993855721071,2.049752505712028,0
1,-0.44031528592635544,1,1,0.3902159657459017,1,0,0,2,0,0,2,0,2,1,0,1,-0.03975376710782292,0.20704374322475175,0
0,-0.44031528592635544,0,0,1.3283553716957337,1,2,1,2,2,0,2,0,0,1,1,2,0.8303623539159949,1.5621441620388576,0
0,-0.44031528592635544,0,0,0.2270612864502788,1,2,0,2,2,2,0,0,0,0,1,0,0.04176762855215248,0.1010782592039623,0
0,-0.44031528592635544,0,0,-0.09924807214096716,1,2,1,2,0,0,2,2,2,0,0,0,1.3810477001088897,0.40430798002709734,0
0,-0.44031528592635544,0,0,1.3283553716957337,1,0,0,2,2,2,2,2,2,2,1,0,0.6639921586915555,1.392630172348825,0
1,-0.44031528592635544,1,1,0.7165253243371477,1,2,2,1,1,1,1,1,1,2,0,3,-1.3291227800972283,-0.4534649118938363,0
0,-0.44031528592635544,0,0,-1.2821194970342338,1,0,1,0,0,0,0,0,0,0,0,3,0.154899361304771,-0.977641132704706,1
1,-0.44031528592635544,0,0,-0.9965988082668935,1,0,0,2,0,2,0,0,2,0,1,2,0.06006835002684072,-0.7535941692915862,0
1,-0.44031528592635544,0,1,-1.1189648177386107,1,0,0,0,0,0,2,0,0,0,1,0,-0.5405280547333856,-0.9047912367593075,0
1,-0.44031528592635544,0,0,-1.2821194970342338,0,1,0,0,0,0,0,0,0,0,1,2,-1.3524146074286498,-0.9975632593954791,1
1,-0.44031528592635544,0,0,-0.915021468619082,1,0,1,0,0,0,0,0,0,0,1,2,0.16987267887497062,-0.6827892598608034,1
1,-0.44031528592635544,0,1,-1.2821194970342338,1,0,0,0,0,0,2,0,0,0,1,3,-0.4989355059272758,-0.9862828499116307,1
0,-0.44031528592635544,0,0,-0.1400367419648729,1,0,1,0,0,0,0,2,0,0,1,2,0.46601162637447296,0.04027839132318141,1
0,-0.44031528592635544,1,0,1.613876060463074,1,2,1,0,0,2,0,2,2,2,1,2,1.096554666275098,2.0004529383381726,0
0,-0.44031528592635544,0,1,-1.2413308272103278,1,0,2,1,1,1,1,1,1,1,0,0,-1.4771922538469795,-0.9914063107493241,0
1,-0.44031528592635544,0,0,-0.05845940231706142,1,0,2,1,1,1,1,1,1,2,0,3,-1.4788559557992238,-0.7274051484431197,0
1,-0.44031528592635544,1,1,1.4099327113435454,1,2,1,0,2,2,0,0,0,1,0,2,0.7488409582560199,1.5947540007611718,1
1,-0.44031528592635544,1,0,1.613876060463074,1,2,0,2,2,2,2,2,2,2,1,0,0.8037431226800846,1.7423668445527383,0
1,-0.44031528592635544,0,0,-1.2821194970342338,1,0,2,1,1,1,1,1,1,0,0,0,-1.492165571417179,-0.9994103439893255,1
0,-0.44031528592635544,0,0,-0.1400367419648729,1,2,0,0,0,0,0,2,2,1,1,1,0.2031467179198585,-0.09343733980992122,0
0,-0.44031528592635544,0,0,0.6757366545132419,1,2,1,0,0,0,0,0,2,0,1,2,0.6523462450258449,0.7098685456948481,0
0,-0.44031528592635544,0,0,0.7165253243371477,1,2,0,2,0,2,2,2,2,1,1,1,0.5857981669360691,0.829665175067179,0
0,-0.44031528592635544,0,1,0.0639066071546558,1,0,0,2,0,2,2,2,0,2,0,1,0.0916786871194843,0.020554166553177666,0
1,-0.44031528592635544,1,1,1.450721381167451,1,0,0,0,0,2,2,2,2,2,1,0,0.26803109405738995,1.1701224460972441,0
0,-0.44031528592635544,1,0,-1.1189648177386107,1,0,1,2,0,2,0,0,2,0,1,3,0.7987520168233517,-0.8085009577539044,1
1,2.2710998958306754,0,0,-1.1597534875625164,0,1,0,0,2,0,0,2,2,0,1,1,-0.4639977649301434,-0.9170391667446944,0
1,2.2710998958306754,0,0,-1.2821194970342338,1,2,1,0,0,2,0,2,0,0,1,2,0.7954246129188627,-0.9691753283162429,1
1,2.2710998958306754,1,1,1.287566701871828,1,2,1,2,0,2,2,2,2,2,1,0,1.5540727031423063,2.1137847716320404,0
0,-0.44031528592635544,1,0,1.613876060463074,1,2,2,1,1,1,1,1,1,2,0,1,-1.332450184001717,-0.18502195092147725,0
0,-0.44031528592635544,1,0,1.613876060463074,1,2,1,2,2,2,0,2,2,2,1,2,1.4858609231002862,2.582636411036746,0
1,-0.44031528592635544,1,1,1.5730873906391682,1,2,1,2,0,2,0,2,2,2,0,2,1.3527647669207348,2.24857796877822,0
0,-0.44031528592635544,1,0,1.5322987208152625,1,2,0,2,2,2,2,2,2,2,1,1,0.99506884718819,2.008259069657405,0
1,2.2710998958306754,0,0,-0.3439800910844016,1,2,1,0,2,2,0,2,2,0,1,1,1.2662522654040265,0.08977586061780615,1
0,-0.44031528592635544,1,1,1.613876060463074,0,1,0,2,0,2,0,2,2,2,1,1,-0.36916675365221313,0.7299885743063904,0
0,-0.44031528592635544,0,0,-1.2821194970342338,1,0,0,0,0,0,0,0,2,0,1,2,-0.31426458922814793,-0.9838420595554765,0
1,2.2710998958306754,0,0,-1.1189648177386107,1,0,1,0,2,0,0,0,2,0,1,2,0.687283986022977,-0.8285770081608314,0
0,-0.44031528592635544,1,0,1.613876060463074,1,2,1,2,0,2,2,2,2,2,1,1,1.505825346527219,2.457782288133645,0
1,-0.44031528592635544,1,0,1.1652006924001108,1,0,1,0,2,2,2,0,2,0,0,1,0.9734407218090131,1.5125367472326945,0
0,-0.44031528592635544,0,0,-1.0373874780907992,1,0,1,0,0,0,0,2,0,0,1,2,0.46933903027896157,-0.778243952978514,1
0,-0.44031528592635544,1,1,1.287566701871828,1,2,1,2,0,0,2,2,2,1,1,0,1.3144996220191139,1.9478110274135472,0
0,2.2710998958306754,0,0,-0.7926554591473648,1,0,0,0,2,2,0,0,0,0,1,2,-0.3358927146073252,-0.6866153636623425,0
1,2.2710998958306754,0,0,-0.5071347703800245,1,0,0,2,0,0,2,0,0,1,0,3,-0.3625119458432355,-0.5438621114807767,0
0,-0.44031528592635544,1,0,-0.26240275143659014,1,2,1,0,2,0,0,0,0,0,0,0,0.4793212419924278,-0.12171532537761894,0
1,2.2710998958306754,1,0,-0.38476876090830736,1,2,1,0,2,2,0,2,2,0,1,2,1.3161633239713582,-0.04737017047529701,0
0,-0.44031528592635544,0,0,-0.915021468619082,0,1,0,2,2,2,0,0,0,0,0,0,-0.8050566651402442,-0.810633900677751,0
1,-0.44031528592635544,1,0,1.450721381167451,1,2,2,1,1,1,1,1,1,2,0,1,-1.3257953761927397,-0.2917350644207284,0
1,2.2710998958306754,0,0,-1.0373874780907992,0,1,0,0,2,0,2,0,2,0,1,2,-0.6819427206741592,-0.8913339061469973,0
1,-0.44031528592635544,1,1,-1.0373874780907992,1,0,1,0,2,0,2,2,0,0,1,2,0.8270349500115063,-0.7404886643161991,1
0,2.2710998958306754,0,0,-0.26240275143659014,1,2,1,0,2,0,0,2,0,0,1,2,0.8070705265845737,-0.0065583965922121875,1
0,-0.44031528592635544,1,1,0.4310046355698075,1,0,2,1,1,1,1,1,1,1,0,3,-1.4938292733694234,-0.6485082493631045,0
0,-0.44031528592635544,0,0,-1.2821194970342338,1,0,1,0,0,0,0,0,0,0,1,2,0.1798548905884369,-0.9773112961700905,1
0,-0.44031528592635544,1,1,-1.1189648177386107,1,0,0,0,0,0,0,0,0,0,0,3,-0.6686331050562041,-0.911278021940078,0
0,-0.44031528592635544,1,0,1.613876060463074,1,2,1,2,2,2,2,2,2,2,0,2,1.6721955417516585,2.6638201767567615,0
0,-0.44031528592635544,1,1,-0.18082541178877864,1,2,1,0,0,0,2,0,2,1,1,2,0.8503267773429278,0.09529512529703807,0
0,-0.44031528592635544,0,0,0.7165253243371477,1,2,1,0,0,0,0,2,2,0,1,2,1.0250154823285893,1.0718311587818405,0
1,-0.44031528592635544,1,1,-0.6702894496756475,1,0,0,2,2,0,0,0,0,1,1,3,-0.30095497361019286,-0.6309829348238704,0
1,2.2710998958306754,1,0,-1.1597534875625164,1,0,1,0,0,0,0,0,0,0,1,2,0.1765274866839483,-0.8849350773754575,0
0,-0.44031528592635544,1,0,-0.5887121100278361,1,0,0,0,0,0,2,0,0,0,1,3,-0.4856258903093207,-0.6085760395723276,0
1,-0.44031528592635544,1,1,1.4099327113435454,1,2,1,2,0,0,2,2,2,2,0,0,1.321154429828091,2.020001250289715,0
0,-0.44031528592635544,0,0,-0.2216140816126844,1,2,1,0,0,0,0,2,2,0,1,3,0.986750337426968,0.19000218893628695,1
1,-0.44031528592635544,0,0,-0.09924807214096716,1,0,0,2,2,0,2,2,0,1,0,2,0.18318229449292597,-0.10898363514146263,0
0,-0.44031528592635544,0,0,-0.46634610055611886,1,0,1,0,2,2,2,2,2,1,1,3,1.3194907278758468,-0.023380059857600027,0
0,-0.44031528592635544,0,0,1.450721381167451,1,2,2,1,1,1,1,1,1,2,0,0,-1.31082205862254,-0.20703304233148145,0
0,-0.44031528592635544,1,0,-0.5071347703800245,1,0,1,0,0,0,0,0,0,0,1,0,0.16321787106599295,-0.3308096992215052,0
0,-0.44031528592635544,1,0,1.0836233527522994,1,0,1,2,0,2,0,0,0,1,1,1,0.5442056181299593,1.0321188400141406,0
1,-0.44031528592635544,1,0,0.7573139941610534,1,2,1,0,2,2,0,2,2,1,1,0,1.3943573157268445,1.410045541376521,0
0,-0.44031528592635544,0,0,-0.5071347703800245,1,0,2,1,1,1,1,1,1,0,1,0,-1.5104662928918673,-0.8265979889531386,0
0,-0.44031528592635544,0,0,-1.078176147914705,1,0,2,1,1,1,1,1,1,2,0,1,-1.5054751870351342,-0.9568394419216252,0
1,-0.44031528592635544,0,0,-0.915021468619082,1,0,1,0,0,0,0,2,2,0,1,2,0.8187164402502843,-0.6286520899792546,1
1,-0.44031528592635544,0,1,-1.2821194970342338,1,0,2,1,1,1,1,1,1,0,0,3,-1.508802590939623,-0.9996302350124024,0
1,-0.44031528592635544,1,1,1.3691440415196396,0,1,0,0,2,2,0,2,2,2,1,1,-0.2710083384697938,0.6226597659425238,0
0,-0.44031528592635544,0,1,-0.4255574307322131,1,2,1,0,0,0,0,0,2,0,1,2,0.6606647547870669,-0.20925394166455877,0
1,-0.44031528592635544,1,0,1.450721381167451,1,2,2,1,1,1,1,1,1,2,0,0,-1.319140568383762,-0.2481966418514893,0
0,-0.44031528592635544,1,1,0.7981026639849592,1,0,0,0,0,2,0,0,0,1,1,0,-0.4639977649301434,0.13988902477704665,0
0,-0.44031528592635544,0,0,-1.1597534875625164,0,1,0,2,0,2,0,0,0,0,0,3,-0.9947186876961052,-0.9485275612493158,0
0,-0.44031528592635544,1,1,0.6349479846893362,1,2,0,0,2,0,2,2,2,2,0,2,0.49096715565813887,0.6938604792148452,0
0,-0.44031528592635544,0,0,-0.5071347703800245,1,0,0,0,0,0,0,0,0,0,1,2,-0.6836064226264035,-0.6004840499230952,0
0,2.2710998958306754,0,0,0.6757366545132419,1,0,0,0,0,0,0,0,0,0,0,3,-0.7019071441010919,-0.08202499571222661,0
1,-0.44031528592635544,1,1,0.023117937330750068,1,0,2,1,1,1,1,1,1,1,0,1,-1.4905018694649346,-0.7353212252738904,0
1,-0.44031528592635544,0,0,-0.915021468619082,1,0,0,0,0,0,0,0,2,0,1,0,-0.2710083384697938,-0.7869076592877464,0
1,-0.44031528592635544,0,0,1.124412022576205,1,2,1,0,2,0,0,2,0,0,1,0,0.8320260558682396,1.3888920249565166,0
0,2.2710998958306754,1,0,-0.05845940231706142,1,2,1,0,0,2,0,2,0,1,1,2,0.8586452871041499,0.23877401785475788,0
1,-0.44031528592635544,0,0,-1.2005421573864221,1,0,0,0,0,0,0,0,2,0,0,3,-0.3408838204640584,-0.9250651890870037,0
0,-0.44031528592635544,1,0,1.002046013104488,0,1,0,2,2,2,0,2,2,0,1,0,-0.20446026038001802,0.5035008205371162,0
0,-0.44031528592635544,1,0,0.349427295921996,1,0,1,2,2,2,0,2,2,1,1,0,1.3161633239713582,0.8221668911802544,0
0,-0.44031528592635544,1,1,-1.2821194970342338,0,1,0,2,0,0,0,0,0,0,0,0,-1.1444518633981007,-0.9948146216070171,1
0,-0.44031528592635544,1,0,1.613876060463074,1,2,0,2,0,2,2,2,2,2,1,1,0.6490188411213563,1.6728812812604172,0
0,-0.44031528592635544,0,0,-0.9558101384429878,1,2,1,0,0,0,0,0,0,0,1,2,0.3977998463324524,-0.7164105972892714,0
0,-0.44031528592635544,1,1,-1.2821194970342338,0,1,0,0,0,0,2,2,0,0,0,2,-0.8250210885671769,-0.9905927139639393,1
1,-0.44031528592635544,0,0,-1.2821194970342338,1,2,0,0,0,0,0,2,0,0,1,2,-0.16785881743064132,-0.9819070185523993,1
1,-0.44031528592635544,1,1,1.5730873906391682,1,2,0,2,0,2,2,2,2,1,0,2,0.6839565821184885,1.762772731494281,0
0,-0.44031528592635544,0,0,0.18627261662637304,1,2,1,2,2,2,0,0,0,0,0,0,0.8752823066265938,0.4792468406917271,0
0,-0.44031528592635544,1,1,1.0836233527522994,1,2,0,0,0,2,2,2,0,2,1,0,0.23974816086923498,0.8365917422941034,0
0,-0.44031528592635544,0,0,-1.0373874780907992,1,2,1,0,0,0,0,0,0,0,1,0,0.3395702780038986,-0.765050491593896,1
1,-0.44031528592635544,1,1,-0.9965988082668935,1,0,0,0,0,0,0,0,0,0,0,0,-0.6736242109129372,-0.8458824316769884,0
1,-0.44031528592635544,1,1,1.2059893622240165,1,0,1,2,2,0,0,0,0,1,1,1,0.5508604259389369,1.1832279510726313,0
0,-0.44031528592635544,0,0,-1.2821194970342338,1,0,0,0,0,0,0,0,0,0,1,3,-0.6519960855337601,-0.9883058473239388,1
0,2.2710998958306754,0,0,0.512581975217619,0,1,0,0,0,0,0,0,2,1,0,2,-1.0213379189320153,-0.3060719591253466,0
0,2.2710998958306754,1,0,-1.2821194970342338,1,0,0,0,0,0,0,0,0,0,0,2,-0.6287042582023386,-0.9879979998916311,1
1,-0.44031528592635544,1,1,1.613876060463074,1,0,2,1,1,1,1,1,1,2,0,0,-1.4954929753216677,-0.42646229425998505,0
0,-0.44031528592635544,0,0,-1.2821194970342338,1,0,0,2,0,0,0,0,0,0,1,1,-0.5421917566856299,-0.986854566571631,1
0,2.2710998958306754,0,0,1.4099327113435454,1,2,0,0,2,0,0,0,0,0,0,2,-0.3325653107028364,0.630180038931756,0
1,-0.44031528592635544,1,1,-0.8334441289712705,1,2,2,1,1,1,1,1,1,2,1,0,-1.3607331171898718,-0.8896407452693045,0
0,2.2710998958306754,0,0,-1.2413308272103278,1,0,1,0,0,0,0,0,0,0,1,2,0.1815185925406812,-0.9470762804970078,1
1,2.2710998958306754,1,0,-0.5071347703800245,1,2,1,0,0,0,0,2,2,0,1,2,0.986750337426968,-0.1727960100383979,1
1,-0.44031528592635544,1,1,0.18627261662637304,1,2,1,0,2,2,0,2,0,0,1,2,0.9335118749551475,0.49373765911249906,0
1,-0.44031528592635544,0,1,1.2059893622240165,1,2,1,0,0,2,2,2,2,2,1,2,1.3028537083534029,1.8901556011627667,0
1,-0.44031528592635544,1,1,-1.078176147914705,1,0,2,1,1,1,1,1,1,1,0,3,-1.5121299948441116,-0.9583127117762408,0
0,-0.44031528592635544,1,0,1.4099327113435454,1,2,0,0,2,2,2,2,2,2,0,0,0.7072484094499101,1.5793836182480918,0
0,-0.44031528592635544,0,0,-1.2413308272103278,1,0,1,0,0,2,0,0,2,0,1,3,0.7089121114021544,-0.9296389223670046,1
0,-0.44031528592635544,0,0,1.0836233527522994,1,2,1,0,2,2,0,0,0,0,1,2,0.6107536962197351,1.1682973506057055,0
0,-0.44031528592635544,0,0,-0.8334441289712705,1,0,0,0,2,0,0,0,0,0,1,2,-0.5155725254497198,-0.7392352854846603,0
0,-0.44031528592635544,1,0,-1.0373874780907992,1,0,0,2,0,0,0,0,0,0,1,0,-0.4856258903093207,-0.8520613694254513,0
1,-0.44031528592635544,1,1,0.10469527697856156,1,2,0,2,2,2,2,0,0,2,1,1,0.14158974568681612,0.08689528821549804,0
1,-0.44031528592635544,1,0,-1.2821194970342338,1,0,1,0,0,0,0,2,2,0,1,2,0.8603089890563942,-0.9683177533262427,1
0,-0.44031528592635544,0,0,0.3902159657459017,1,0,0,2,2,2,0,0,0,0,0,0,-0.17451362523961897,0.10730117515704045,0
0,-0.44031528592635544,0,0,0.6349479846893362,1,2,1,0,0,2,2,2,2,0,1,2,1.2961989005444252,1.1669560153649359,0
1,-0.44031528592635544,0,0,1.287566701871828,1,2,1,2,0,2,2,0,2,2,0,1,1.143138320937941,1.8721025481681477,0
0,-0.44031528592635544,1,0,1.3283553716957337,1,2,1,0,2,2,2,2,2,2,1,0,1.4226402489149996,2.1066822915866545,0
0,-0.44031528592635544,0,0,-0.6295007798517418,1,2,2,1,1,1,1,1,1,0,0,3,-1.3341138859539616,-0.7992215565800564,0
0,2.2710998958306754,0,0,-1.2413308272103278,1,0,1,0,0,0,0,0,0,0,1,2,0.1565630632570153,-0.9503306676385469,1
0,-0.44031528592635544,0,1,-0.3439800910844016,1,0,2,1,1,1,1,1,1,2,0,3,-1.5021477831306453,-0.7891725368254392,0
1,-0.44031528592635544,1,1,-1.1189648177386107,1,2,1,0,2,0,0,0,0,0,1,2,0.5076041751805828,-0.8389118862454487,1
1,-0.44031528592635544,1,1,-0.05845940231706142,1,2,0,0,0,0,0,0,2,0,0,0,-0.17284992328737445,-0.20540584876071188,0
0,-0.44031528592635544,0,0,-0.8334441289712705,1,0,0,0,0,0,0,0,0,0,1,2,-0.660314595294982,-0.7781779856715909,0
0,-0.44031528592635544,1,0,1.613876060463074,1,2,1,2,2,2,2,2,0,2,1,0,1.2995263044489143,2.315160970565925,0
0,-0.44031528592635544,0,0,0.9612573432805821,1,2,1,2,2,0,0,2,2,0,1,1,1.3877025079178669,1.5838254169142463,0
1,2.2710998958306754,1,0,-0.09924807214096716,1,2,0,0,0,2,0,2,2,2,0,2,0.33125176824267666,-0.048733494818374155,0
1,-0.44031528592635544,0,0,-1.2821194970342338,1,0,0,0,0,2,2,2,2,0,1,2,0.35287989362185396,-0.9750244295300902,0
1,-0.44031528592635544,0,0,1.2467780320479223,1,2,2,1,1,1,1,1,1,2,0,3,-1.319140568383762,-0.3224758294468882,0
0,-0.44031528592635544,1,0,1.613876060463074,1,2,1,2,2,2,2,2,2,2,1,0,1.6838414554173693,2.6475702301513735,0
0,-0.44031528592635544,1,1,-0.7110781194995532,1,2,1,0,2,2,0,2,2,0,1,0,1.346109959111757,-0.32249781854919585,0
